text,id,label,Abusive,Affectionate,Lyrics,Self,Adult,Not English,Other
Karma is a bitch &amp; that bitch don't love ya.,659,1.0,1,0,0,0,0,0,0
@yvngprincess_ das how you feel ? SMD hoe . 😌🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽,660,7.0,0,0,0,0,0,0,1
TOLD THAT BITCH DONT CALL MY PHONE WITH ALLAT NONSENSE ❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️,661,1.0,1,0,0,0,0,0,0
I'm bout to stiff arm this hoe!!,662,1.0,1,0,0,0,0,0,0
Kant fw a lil childish bitch who want everybody,663,1.0,1,0,0,0,0,0,0
"Okay if a female dog is called ""bitch"" then whats a male dog called??? Gay? :/",664,1.0,1,0,0,0,0,0,0
I need a bad thurl dark skin bitch,665,7.0,0,0,0,0,0,0,1
What's the synonym of sick little dumb spoiled oversensitive rides-every-possible-dick low-IQ bitch?,666,1.0,1,0,0,0,0,0,0
People bitch about interrogating and torturing terrorists..meanwhile they cut our troops heads off on video for fun..I don't get it.,667,1.0,1,0,0,0,0,0,0
A hoe gone be a hoe they ain't 💯,668,7.0,0,0,0,0,0,0,1
3 FUCKING 2 WHAT UP BITCH,669,1.0,1,0,0,0,0,0,0
IM SINGLE BUT MY BITCH AINT,670,1.0,1,0,0,0,0,0,0
RT @TrillAmerican: “That bitch has a name”,671,1.0,1,0,0,0,0,0,0
Bitch I Make It Rain Shawty You Dig That . 💪🏾,672,1.0,1,0,0,0,0,0,0
Yo bitch ain't yo bitch that's MY BITCH 🤑💁🏽,673,1.0,1,0,0,0,0,0,0
"I actually miss chilling with Ashanti. But first she must shout at me for 20 minutes, then she tells me I must go through a hoe phase.",674,2.0,0,1,0,0,0,0,0
"If a female has a big butt and it's natural then I'll be like well damn. But if it's fake, you're just like any basic bitch trying to fit in",676,1.0,1,0,0,0,0,0,0
"Bitch ass, hoe ass, suck my ass 
@mariahdestiny__",677,1.0,1,0,0,0,0,0,0
"A bitch can't nvr tell me she late, the condoms I use don't break",678,1.0,1,0,0,0,0,0,0
Someone just spoiled season 5 of American Horror Story for me. What a cunt v,679,1.0,1,0,0,0,0,0,0
Make we Leave OTE for once...That Ball Na Goal....Goal Line technology is a bitch 😂😂😂😂😂,680,1.0,1,0,0,0,0,0,0
If I call a bitch ugly she really ugly,681,7.0,0,0,0,0,0,0,1
Once you hate someone everything they do is annoying. Look at this bitch sitting there breathing like she owns the place.,682,1.0,1,0,0,0,0,0,0
"Bitch boy you can't hide from the evil inside 
Eat the fucking .45 everybody bout to die",683,1.0,1,0,0,0,0,0,0
@hxleyjames ELOISE IS MY CHRISTMAS BITCH I LOVE HER CHRISTMAS MOVIE I JUST WATCHED IT,684,1.0,1,0,0,0,0,0,0
"When a girl say ""I don't suck dick"" I be on some Justin bieber shit ""bitch fym?Ohh   You better get on yo knees or go get yo keys bitch fym""",685,2.0,0,1,0,0,0,0,0
Sipon you know? You're so fucking bitch,687,1.0,1,0,0,0,0,0,0
"""he discovered america"" bitch he didn't. and he didn't even think he'd arrived to a new continent. he thought he was in asia.",688,1.0,1,0,0,0,0,0,0
"@allabouttrump @ZaffodB @DWillem10 @ForQ2 @ErickErickscum Says the cunt that can't spell ""you"" or ""are"" correctly.",689,1.0,1,0,0,0,0,0,0
@madiemarien bitch maybe if you would have tied your shoes you would have been able to come see me 🔫🖕🏼 lol @Tiedeman18T,690,1.0,1,0,0,0,0,0,0
"dear ex.💔 : Glad we broke up
dear self.👽 : Do better
dear crush.😏: Hey big daddy let me whisper in your ear
dear school.🏫: Burn bitch Burn",691,1.0,1,0,0,0,0,0,0
Lil bitch...ya time is up *flava flav voice*,692,1.0,1,0,0,0,0,0,0
I got no relationship nor bitch cuz I'm in love with money!,693,3.0,0,0,1,0,0,0,0
"I don't say ""bitch imma fuck you up "" no bitch it's just as simple as ""you trynna link "" bitch stop it with the tweets 😅 Chinese ass😑",694,1.0,1,0,0,0,0,0,0
@DuvallMaya your cat looks like a bitch just like ponellopie,695,1.0,1,0,0,0,0,0,0
@DrEmber_C I'm a classy bitch thank you!,696,1.0,1,0,0,0,0,0,0
@Michael5SOS @sorryimalex ya bitch ive been tweeting u for a few yrs now and he tweets u once and u lick his ass pls respect me,697,4.0,0,0,0,1,0,0,0
"@RackoverRaquel umm, I never brought him up so why did you? Guilt? Huh?  You love chimps don't you bitch",698,1.0,1,0,0,0,0,0,0
Eish this Nombuso chick is a bitch though...,699,1.0,1,0,0,0,0,0,0
Please please  bitch don't test me,700,1.0,1,0,0,0,0,0,0
Its A Dirty A World But That Bitch Still Spin,701,1.0,1,0,0,0,0,0,0
@kvcalm___ 😂😂😂 what if they don't have no bitch ?,702,7.0,0,0,0,0,0,0,1
Gucci only to the grocery store. Stop playing bitch we balling like Okafor.,703,2.0,0,1,0,0,0,0,0
Lmfao as long as I dont go to jail I'm straight a bitch got school Monday 😂,704,1.0,1,0,0,0,0,0,0
I have figured out my karma for being a bully bitch all those years.,705,4.0,0,0,0,1,0,0,0
"lately you say she been killing the vibe, can't turn no hoe to no wife.",706,4.0,0,0,0,1,0,0,0
100.1 Bitch Better Have My Money $ #MTVStars #MTVStarOf2015 Rihanna 🍕  Lady Gaga 🍕  Nicki Minaj,707,1.0,1,0,0,0,0,0,0
@_LEXK22 Bitch Next Time Call Me - 🙄,708,3.0,0,0,1,0,0,0,0
@kylieCoco__ BITCH STFU like Who is talking to you?,709,2.0,0,1,0,0,0,0,0
Lol fuck u bitch,710,1.0,1,0,0,0,0,0,0
"all my diamonds shinin cuz they really diamonds, that bitch is in line they be really tryinnnn",711,1.0,1,0,0,0,0,0,0
Don't like me ? JOIN THE MOTHERFUCKING CLUB BITCH 👫👬👬👭👫👨‍👩‍👧👩‍👩‍👧‍👦👩‍👩‍👦‍👦👩‍👩‍👧👬👬👩‍👩‍👧‍👦👬👩‍👩‍👧‍👦👩‍👩‍👦‍👦👩‍👩‍👦‍👦👨‍👨‍👦‍👦👨‍👩‍👧👨‍👩‍👧👬👫👭👫👨‍👩‍👧‍👦,712,1.0,1,0,0,0,0,0,0
This bitch ain't gon like me at ALL!,713,1.0,1,0,0,0,0,0,0
@jizzzzelly can I see you? Like you hid from me yesterday hoe,714,1.0,1,0,0,0,0,0,0
@JillianDelanie @sydneyysouth don't call my girl a hoe,715,1.0,1,0,0,0,0,0,0
""" don't call my bitch a bitch "" 😂",716,1.0,1,0,0,0,0,0,0
a Bitch a be the reason 4 why Shit Is the way it is then be low key mad wen you just giving em wat they was asking 4 👎 these hoes brazy,717,2.0,0,1,0,0,0,0,0
@giapetrelli and I'm not trying to be a bitch right now.,718,1.0,1,0,0,0,0,0,0
"Every man not a dawg 
Every woman not a hoe just most got bad intentions",720,1.0,1,0,0,0,0,0,0
I'm actually such a bitch how do people like me,721,3.0,0,0,1,0,0,0,0
Bitch I'm The Devil‼️‼️‼️‼️‼️‼️💁🏽😈,722,4.0,0,0,0,1,0,0,0
Don't be my friend when you feel like it then talk shit about me. You stupid cunt,723,4.0,0,0,0,1,0,0,0
that bitch slow slim 😂,724,1.0,1,0,0,0,0,0,0
@tyraachristine @SexualGif jk bitch. I'm too tired,725,1.0,1,0,0,0,0,0,0
Bitch bitch little bitch ı met you my bitch jesse bitch yeaaahh bitch jesseeee bitch no,726,2.0,0,1,0,0,0,0,0
"@Mr_Coleman10 I just told you , don't be a bitch. Man up",727,1.0,1,0,0,0,0,0,0
@Timbers_Jim @irlchuggo @dumbmongreldog oh that cunt he can fuck right off,728,1.0,1,0,0,0,0,0,0
"I'm just a hoe ass gangbanger, what do I know?",729,1.0,1,0,0,0,0,0,0
@NathanSykes all i want is to watch your video but youtube is being a bitch.,730,4.0,0,0,0,1,0,0,0
"@Dogsplained ʕ ノ•̀ᴥ•́ʔノ Bitch, I didn't stutter.",731,7.0,0,0,0,0,0,0,1
See You Again fat ass bitch,732,1.0,1,0,0,0,0,0,0
but I'm not a hoe like him so idem @c_p_20 😊,733,1.0,1,0,0,0,0,0,0
I don't talk bout people ' ✋you ah never hear me saying some bout what a bitch got or wearing !!! That mean im worried &amp; im not at all !!!,734,1.0,1,0,0,0,0,0,0
A hoe is like the first slice of bread in a loaf.. Everybody touches it but nobody wants it.,735,4.0,0,0,0,1,0,0,0
@xRainingGlitter bitch leave my man alone!,736,1.0,1,0,0,0,0,0,0
@JussieSmollett on top of you being a pioneer you have become a sex symbol for the gay community hoe does it feel to have this title?,737,1.0,1,0,0,0,0,0,0
You can try to kiss everyone's ass all you want but everyone still knows how much of a crazy bitch you are lol oops,739,1.0,1,0,0,0,0,0,0
@adasiacymone I love you bitch I will never stop loving you bitch ❤️❤️❤️❤️❤️❤️❤️❤️❤️,740,1.0,1,0,0,0,0,0,0
Got me fucked up I won't trip about a hoe no!,741,2.0,0,1,0,0,0,0,0
Don't front on the bitch that was there REMEMBER that !!!,742,1.0,1,0,0,0,0,0,0
😂😂😂 that hoe is funny,743,7.0,0,0,0,0,0,0,1
Him say na ratchet hoe 😀😁😂😀😁😂😀😁😂😀😁😂😀😁😂😀😁😂😀😁😂😀😁😂😀😁😁😂😁😁😂😀😂😂😀😁😁😀😁,745,1.0,1,0,0,0,0,0,0
i dont like a bitch nigga,746,1.0,1,0,0,0,0,0,0
We don't smoke blunts bitch.,747,1.0,1,0,0,0,0,0,0
Bitch imma dog imma fighter,748,1.0,1,0,0,0,0,0,0
niggas on the internet hate me bc i get more money than them n i look better n pussy juice up better than they bitch,749,1.0,1,0,0,0,0,0,0
His bitch so weak I thought I had some real competition,750,1.0,1,0,0,0,0,0,0
YUUUUSSS BITCH I'd be like I'm you're being a cock block ✋🏻 lemme get my nut and then come back and we'll talk 😂😂😂 - only @JerikaJohnson2,751,1.0,1,0,0,0,0,0,0
@RealFKNNews The USA is the great whore of Babylon...,752,2.0,0,1,0,0,0,0,0
She treats her daughter so uglu and and goes all crazy bitch when her son,753,1.0,1,0,0,0,0,0,0
If a bitch was to bring up our baby on some weird shit on the Internet . I'd say something like who's place is that ????,754,1.0,1,0,0,0,0,0,0
"@giiimariiie u are the most down bitch i know, i love u",755,1.0,1,0,0,0,0,0,0
I hope you ain't subtweeting about me like a lil bitch would,756,2.0,0,1,0,0,0,0,0
I know Ima get my bitch back,757,1.0,1,0,0,0,0,0,0
Bitches be like are you lil mad or big mad. Bitch is you lil broke or big broke 😂,759,1.0,1,0,0,0,0,0,0
Getting sick. Ain't this about a bitch!!!,760,1.0,1,0,0,0,0,0,0
"""I think I might love this bitch, Fam."" 😂😂😂😂😂",761,7.0,0,0,0,0,0,0,1
"🎶""Getting super high tryin to stay low key suicide my doors, suicide my doors bad bitch of the year you should win an award"" 🎶-Tyga💙",762,2.0,0,1,0,0,0,0,0
It's funny when a nothing ass nigga want to call you a nothing ass bitch,763,3.0,0,0,1,0,0,0,0
@ahzisanahgase wassup bitch 🙆🏻,764,1.0,1,0,0,0,0,0,0
@mexinonblonde @Shot_Of_Cabo well well well let's get down to it then bitch;),766,1.0,1,0,0,0,0,0,0
@skinnyzialI @rnbszap u keep pronouncing it wrong hoe,767,1.0,1,0,0,0,0,0,0
Tan ass bitch 😾😾,768,1.0,1,0,0,0,0,0,0
@abbiefarrell shut ur dirty whore mouth,769,1.0,1,0,0,0,0,0,0
@Vampiresca_Love @Louis1991Tommo1 just because I'm a fan account he thinks I'm doing wrong. He called me a whore basically,770,1.0,1,0,0,0,0,0,0
@obliviousjosian I said good game you bitch,771,1.0,1,0,0,0,0,0,0
Ima keep a bad bitch no matter what,772,1.0,1,0,0,0,0,0,0
Stop being such an immature whore maybe???,773,1.0,1,0,0,0,0,0,0
I guess that cunt getting eaten,774,1.0,1,0,0,0,0,0,0
RT BritneysPHarmy: It's Britney Bitch! #MTVStars Britney Spears GRaajKumaar GRaajKumaar GRaajKumaar GRaajKumaar,775,1.0,1,0,0,0,0,0,0
@WHlTECRIES we don't want u hoe,776,3.0,0,0,1,0,0,0,0
"Mr. Steal your girl
 Mr. Steal your hoe
  Mr. Steal your cookies",777,1.0,1,0,0,0,0,0,0
must  b nice that your parents buy u everything must b nice that u don't kno the value of a dollar must b nice to b a cunt must b nice :--)),778,3.0,0,0,1,0,0,0,0
In the mood to beat a bitch face in !!!!!,779,1.0,1,0,0,0,0,0,0
@BIGG_GUCCI_NATE tell devo hoe ass not to take an hour to come 😒 I'll literally be back home in 10 min 😒,780,1.0,1,0,0,0,0,0,0
Works going to be a bitch tomorrow,781,1.0,1,0,0,0,0,0,0
"Girls that call themselves ""bitch"" as a cute meme is not cute",782,7.0,0,0,0,0,0,0,1
like bitch do you ever stfu.,783,7.0,0,0,0,0,0,0,1
Junhoe the main bitch yes yes,784,1.0,1,0,0,0,0,0,0
People be on some much hoe shit u can't even be mad at them the shit in the air👐🏾,785,1.0,1,0,0,0,0,0,0
Idk if my anxiety is just being a little bitch or what,786,7.0,0,0,0,0,0,0,1
Bad bitch wanna fuck,787,4.0,0,0,0,1,0,0,0
"She's a bad bitch , super bad bitch",789,1.0,1,0,0,0,0,0,0
Can't let a bitch finesse me,790,3.0,0,0,1,0,0,0,0
"that's how you know your goals not big enough. you have time everyday to argue w/ women on here about what makes them ""ugly"", a hoe etc",791,1.0,1,0,0,0,0,0,0
@pledis17__STAFF @pasteItae YOU'RE UNREAL IM NOT EVEN SWERVING YOU BITCH,792,1.0,1,0,0,0,0,0,0
@kayhollidayy love ya too bitch. 😂😩,793,1.0,1,0,0,0,0,0,0
@AllAboutCaydis I know bitch . It's not hard,794,2.0,0,1,0,0,0,0,0
@brazuguesa miss u bitch 💟💟,795,1.0,1,0,0,0,0,0,0
"Bitch, smh u don't smoke tho 😴",796,2.0,0,1,0,0,0,0,0
@_bvbylex fuck that retake he don't wanna be in that bitch,797,1.0,1,0,0,0,0,0,0
Don't let a bitch interfere.,798,1.0,1,0,0,0,0,0,0
A part of me wants to buy new clothes. Another part of me wants to not be a broke bitch.,799,1.0,1,0,0,0,0,0,0
"Long ass clip that's 30, gotta body on that bitch, that's dirty",800,4.0,0,0,0,1,0,0,0
Don't try to out bitch me because I promise I can be a bigger bitch than you can ☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️,801,1.0,1,0,0,0,0,0,0
Notice how he slyly corrected that hoe when she said jongin lol...,802,1.0,1,0,0,0,0,0,0
Fucking annoying ass bitch .,803,1.0,1,0,0,0,0,0,0
"""Kill us both!""
""No! Kill yo side bitch!""",804,1.0,1,0,0,0,0,0,0
There the whore we all know and love #GH,805,1.0,1,0,0,0,0,0,0
"It's Britney Bitch!
#MTVStars Britney Spears
Opsss48",806,1.0,1,0,0,0,0,0,0
@Zack_Fox20 only your bitch ass would say that,807,7.0,0,0,0,0,0,0,1
move bitch !!!!!!! get out the way,808,1.0,1,0,0,0,0,0,0
Bitch had me cryin Laughing😩😭😭😭😂😂😂😩😂,810,1.0,1,0,0,0,0,0,0
They call me Mr. Over do it bitch 😂,811,2.0,0,1,0,0,0,0,0
Told that bitch don't call my phone with all that nonsense,812,1.0,1,0,0,0,0,0,0
i wish this bitch would stop watching me,813,1.0,1,0,0,0,0,0,0
99 problems but a bitch bet not be nann,814,1.0,1,0,0,0,0,0,0
one hoe to my left and one to my right,815,3.0,0,0,1,0,0,0,0
"bitch better not say NOTHING to me, family or not bitch you can still get beat up.",817,2.0,0,1,0,0,0,0,0
@baaabbyluis THAT WAS FOR HOMECOMING! I am queen bitch as declared! You are queen of tumblr!,818,1.0,1,0,0,0,0,0,0
Val u a hoe and u know it,819,4.0,0,0,0,1,0,0,0
@bossupmaci told you bitch now say sorry,820,1.0,1,0,0,0,0,0,0
Hoes Be Likee  I NEED LOVE &amp; AFFECTION  No Bitch.... You Need BIRTH CONTROL &amp; PROTECTION !,821,1.0,1,0,0,0,0,0,0
I'm so good bitch picture me not,822,1.0,1,0,0,0,0,0,0
@MeMitchieT No one anit doing nothing about it so I'm worthless and a bitch,823,1.0,1,0,0,0,0,0,0
Bitch ass blocked me 😂😂,824,1.0,1,0,0,0,0,0,0
Rule #1 of a Boss ass bitch. NEVER let a clown nigga try to play you,825,1.0,1,0,0,0,0,0,0
Bitch I'm bout that action,826,1.0,1,0,0,0,0,0,0
@mary98x @__miss_k_ @_ammar23_ I wish a bitch would try her,828,7.0,0,0,0,0,0,0,1
😂😂😂 your girlfriend is a bitch to that nigger she rejected,829,1.0,1,0,0,0,0,0,0
"Female is dehumanizing....queen is too...but slut, bitch and Ho are being ""reclaimed""...why not reclaim female too?",830,1.0,1,0,0,0,0,0,0
I hate any bitch dat Eva got a chance to fuck my nigga before 😂😩😂😖😖😖😖👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼👊🏼,831,7.0,0,0,0,0,0,0,1
@aprilbriggs_ i'll kill u bitch,832,1.0,1,0,0,0,0,0,0
You better handcuff your hoe with a zip tye,833,1.0,1,0,0,0,0,0,0
Missed three calls now the bitch bugging,834,1.0,1,0,0,0,0,0,0
when your favorite enemy stay on all your social media 😘😝😘😝😘😝😘😝😘😝😘😝😘😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘😝😘 HEY BITCH,835,1.0,1,0,0,0,0,0,0
No hoe put fear in my heart,836,1.0,1,0,0,0,0,0,0
If I knew she was a hoe I woulda fined her,837,1.0,1,0,0,0,0,0,0
"and just like that, I'm over your bitch ass",838,1.0,1,0,0,0,0,0,0
never fucked w a white bitch til me lmfaoo,840,2.0,0,1,0,0,0,0,0
I know a bitch on go when I say so,841,4.0,0,0,0,1,0,0,0
bitch I don't like u i wanna fight u,842,1.0,1,0,0,0,0,0,0
And I know you twatching me FUCK YOU BITCH 🖕🏾🖕🏾🖕🏾🖕🏾🖕🏾🖕🏾,843,1.0,1,0,0,0,0,0,0
@akunnamatata_  And also I hate Myles now he's a whole BITCH,844,1.0,1,0,0,0,0,0,0
Bad bitch rolling w/ me.,845,1.0,1,0,0,0,0,0,0
🤔 what is beef 😭 ain't nobody stressing on a lame hoe 🅿️🙄,846,2.0,0,1,0,0,0,0,0
U just another lying bitch ass nigga 💯💯💯💯😴😴😴😴😂😂💀😂💀 @CordaniTyler,847,1.0,1,0,0,0,0,0,0
"I'm tryna calm down , I Called my bitch she said calm down.",848,1.0,1,0,0,0,0,0,0
People think I'm funny but I'm just being a bitch.,849,2.0,0,1,0,0,0,0,0
@xciuu_ Haha you're a bitch 😂,850,4.0,0,0,0,1,0,0,0
I swear if y'all could just see what I see &amp; what I get told. People will understand why I'm about to be the biggest bitch EVER!,851,1.0,1,0,0,0,0,0,0
@Lovexryanne_ I called him a slut and he said whore*,852,4.0,0,0,0,1,0,0,0
That nigga talking like a hoe tell that bitch nigga speak up,853,1.0,1,0,0,0,0,0,0
Tune is this bitch tell my niggas throw them Bs up,854,1.0,1,0,0,0,0,0,0
Why does my family get so mad if I talk to a boy just as a friend they curse me n call me a whore I don't get a break from them either,855,2.0,0,1,0,0,0,0,0
balmain super different bitch..,857,1.0,1,0,0,0,0,0,0
Like this bitch seriously drinks her piss and rubs it on her face thinking its a good thing ARE YOU SERIOUS I'm beyond disgusted,858,1.0,1,0,0,0,0,0,0
@angelicbvbe @Michael5SOS Night hoe! I mean mom! Hate you bitch! I mean love you!,859,1.0,1,0,0,0,0,0,0
ion need no part time people in my life; bye go fuck up the next bitch sleeping schedule 😒,860,1.0,1,0,0,0,0,0,0
Cunt never leaves his seat. @Manutd LVG OUT !,861,1.0,1,0,0,0,0,0,0
WHY DOES THIS BITCH TRY TO TALK TO EVERY GUY I TALK TO OR DID TALK TO!!!!😡😡,862,1.0,1,0,0,0,0,0,0
Old bitch keep callin he think I'm awesome,863,1.0,1,0,0,0,0,0,0
"I came in this world crying and everybody smiling. 
Imma leave this bitch smiling and everybody crying.",864,1.0,1,0,0,0,0,0,0
I ain't talk to my bitch all day Fr 😒,865,4.0,0,0,0,1,0,0,0
"""TU TEM MO CARA DE BEBÊ"" bitch tell me something i don't know",866,1.0,1,0,0,0,0,0,0
I just took your hoe cause I ain't got no manners.,868,1.0,1,0,0,0,0,0,0
Sometimes I forget I'm crazy then I see u posts some dumb ass shit bout a bitch then I realize wow I'm fucking crazy,869,1.0,1,0,0,0,0,0,0
He finally found a bitch that down I know he wish she stay 💯,870,1.0,1,0,0,0,0,0,0
i'm sorry i called you a gap toothed bitch. it's not your fault you're so gap toothed.,871,7.0,0,0,0,0,0,0,1
bitch bitin on my ear like im holyfieeld,872,1.0,1,0,0,0,0,0,0
Ima rob that hoe she carry all that money and no gun,873,1.0,1,0,0,0,0,0,0
Love and sex dijo Matias y era sex and the bitch. Jajajajajajajajajajajajjaajjajaa,874,1.0,1,0,0,0,0,0,0
Count up my money your bitch see this once now she dying to get wit me,875,1.0,1,0,0,0,0,0,0
I don't wanna be in a relationship = I wanna be a hoe,876,4.0,0,0,0,1,0,0,0
@rizzlesamelia fucking love you bitch X X,877,2.0,0,1,0,0,0,0,0
And I'm back on this bitch. I think I'm lactose,878,4.0,0,0,0,1,0,0,0
Like bitch r u the pregnant one? Is your sleep more important than mine MOTHAfucka,879,1.0,1,0,0,0,0,0,0
"My block button lost her virginity like seconds after I created my Twitter, and I still tap that hoe dailyyy ✌🏼️🙂",880,7.0,0,0,0,0,0,0,1
44.1 Bitch Better Have My Money $ #MTVStars #MTVStarOf2015 Rihanna 🍕  Lady Gaga 🍕  Nicki Minaj,881,3.0,0,0,1,0,0,0,0
"If you got something to say, say it to me bitch",882,1.0,1,0,0,0,0,0,0
Good dick would make a bitch waste 7 years of her life😭😂😂😂,883,1.0,1,0,0,0,0,0,0
That's why you're a dumb bitch,884,1.0,1,0,0,0,0,0,0
Don't talk to me I'm bitch,885,4.0,0,0,0,1,0,0,0
I'm a little bitch rn,886,4.0,0,0,0,1,0,0,0
@cindylinders 😂😂😂for real bitch,888,2.0,0,1,0,0,0,0,0
@MusicMonkey93 you're a bitch and I love it ❤,889,2.0,0,1,0,0,0,0,0
👅🎄DICKCEMBER🎄 is here and u know what that means ❄ HOE HOE HOE season has arrived 🎅,890,1.0,1,0,0,0,0,0,0
pussy punk bitch..,891,1.0,1,0,0,0,0,0,0
Wtf is a click if yo boss a hoe?,892,1.0,1,0,0,0,0,0,0
"Baby i just want you back 

Sike bitch i dont want you fuck a you and your grandma too bitch what the fuck is up?😏",894,1.0,1,0,0,0,0,0,0
"Bitch you breathe too much, shut the fuck up",895,1.0,1,0,0,0,0,0,0
Actually most bitches get burnt AT LEAST twice in their life. I wouldn't dare trust a bitch who said she's never had an std.,897,1.0,1,0,0,0,0,0,0
"@NICKIMINAJ @TMZ AS A PERSON WHOS IN A WHEELCHAIR WHAT U DID WAS RUDE,disrespectful&amp;HEARTLESS.I I HOPE YOU END UP IN A WHEELCHAIR. YOU BITCH",898,1.0,1,0,0,0,0,0,0
"i got your bitch on 5th ave, i'm daddy.",900,3.0,0,0,1,0,0,0,0
@yvonnephung @krystallinex u hoe. i thought i was special.,901,1.0,1,0,0,0,0,0,0
If the bitch don't like bitches than she borinn,902,1.0,1,0,0,0,0,0,0
"This bitch a pill head, she give Ill head, I mean she kill head - she act braiiindead",903,1.0,1,0,0,0,0,0,0
"Oh shit, that cunt Jeremy Clarkson now does an advert for Amazon.",904,1.0,1,0,0,0,0,0,0
I don't want to communicate with y'all bitch ass niggas that can't do shit for me ✌🏻️🌵,905,1.0,1,0,0,0,0,0,0
@otrakiII BITCH GET TF GONE,906,1.0,1,0,0,0,0,0,0
Happy birthday I love you bitch @Amanda_Lemire ❤️❤️❤️❤️,907,2.0,0,1,0,0,0,0,0
@egrace_potter stop preeing my Twitter u hoe,908,1.0,1,0,0,0,0,0,0
Mother Nature a real BITCH 🙄 I hate this hoe I swear to god !,909,7.0,0,0,0,0,0,0,1
"One bitch gone, one to go.",911,1.0,1,0,0,0,0,0,0
get some pussy bitch nigga,912,1.0,1,0,0,0,0,0,0
Be real nigga not a fake bitch,914,1.0,1,0,0,0,0,0,0
Fuck the bitch ass raiders and fuck Sammy !!!!!! @ruthless_sam #BoltUp #ChargedUp ⚡️⚡️⚡️⚡️⚡️⚡️⚡️⚡️,915,1.0,1,0,0,0,0,0,0
"Bitch at rite better chill out and ring up these fucking chips, ugly ass attitude",916,1.0,1,0,0,0,0,0,0
@Fredriannaa 😂😂 my son shamar bitch use to have me dead,917,1.0,1,0,0,0,0,0,0
You have cars all over your Facebook page and I bet you don't even have your theory test passed you sick bitch,918,1.0,1,0,0,0,0,0,0
Levels to dis shit bitch,919,1.0,1,0,0,0,0,0,0
It's my birthday bitch 🤗🤘🏽 I'm so hype,920,4.0,0,0,0,1,0,0,0
"Bitch I'm smiling, bet you see me from the nosebleeds",921,3.0,0,0,1,0,0,0,0
You say yu ballin but yu brickin bitch,922,1.0,1,0,0,0,0,0,0
"Be funny when people get the camera ticket and then wanna stop on the line, nawl lil bitch it's too late na 😭",923,1.0,1,0,0,0,0,0,0
Been kinda down hill since some cunt robed me and beat me up! 😂😂😂😂😂,924,1.0,1,0,0,0,0,0,0
"So my bro is a hoe but when his hoes act up I be like ""bro you deserve so much better. Fuck her!""😂😂😂😭😫😫🙌🏽🙌🏽",925,1.0,1,0,0,0,0,0,0
KAYLIN LMAO 😭😂 my bitch,926,7.0,0,0,0,0,0,0,1
"If I ever said I fucked your bitch,
Just know I mean it",927,1.0,1,0,0,0,0,0,0
I Cant Fw A Bitch If She Fw A Bitch💯,928,1.0,1,0,0,0,0,0,0
"what the fuck did you just say about me, you little bitch?",929,1.0,1,0,0,0,0,0,0
@Xo_laj just kidding fuck her bitch ass 💆🏽💆🏽,930,1.0,1,0,0,0,0,0,0
